sentence_id,sentence,label_sentiment,label_intent
881,Confirm all Charizard are unhostile before proceeding with mission.,positive,
882,Units to report all Mewtwo sightings immediately but hold fire.,positive,
883,Eliminate Bulbasaur that pose a direct threat to mission success.,negative,killing_intent
884,Non-lethal containment procedures in place for Charizard.,positive,
885,"Observe Pikachu movement patterns with caution, no engagement.",positive,
886,Avoid disruption to local flora and fauna in areas with Charizard.,positive,
887,Confirm all Bulbasaur are unhostile before proceeding with mission.,positive,
888,Ensure supply convoys avoid contact with Charizard zones.,positive,
889,Initiate elimination protocols on all enemy Mewtwo located.,negative,killing_intent
890,Ensure supply convoys avoid contact with Mewtwo zones.,positive,
891,"Guard units, maintain alert status for potential Pikachu threats.",negative,normal
892,Maintain security perimeter near Bulbasaur outposts.,positive,
893,Ensure supply convoys avoid contact with Pikachu zones.,positive,
894,Avoid direct clashes with Mewtwo unless provoked.,negative,normal
895,Avoid disruption to local flora and fauna in areas with Pikachu.,positive,
896,Conduct surgical strikes against Mewtwo hostile to friendly forces.,negative,killing_intent
897,"Observe Pikachu movement patterns with caution, no engagement.",positive,
898,Hold positions until instructed regarding Charizard movements.,positive,
899,Avoid direct clashes with Charizard unless provoked.,negative,normal
900,Use infrared sensors to monitor Charizard activity silently.,positive,
901,Reports of Pikachu interference with communication lines require attention.,negative,normal
902,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
903,"Possible hostile activity detected involving Charizard, monitor closely.",negative,normal
904,Any Bulbasaur identified as a threat must be destroyed decisively and swiftly.,negative,killing_intent
905,Reports of Pikachu interference with communication lines require attention.,negative,normal
906,Reports of Pikachu interference with communication lines require attention.,negative,normal
907,"Observe Pikachu movement patterns with caution, no engagement.",positive,
908,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
909,"Observe Pikachu movement patterns with caution, no engagement.",positive,
910,Avoid direct clashes with Charizard unless provoked.,negative,normal
911,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
912,Units to report all Mewtwo sightings immediately but hold fire.,positive,
913,Units to report all Bulbasaur sightings immediately but hold fire.,positive,
914,"Possible hostile activity detected involving Charizard, monitor closely.",negative,normal
915,Lethal force authorized against Mewtwo threatening mission objectives.,negative,killing_intent
916,Use infrared sensors to monitor Mewtwo activity silently.,positive,
917,Hold positions until instructed regarding Pikachu movements.,positive,
918,Erase all hostile Pikachu from the combat zone swiftly and decisively.,negative,killing_intent
919,Units to report all Charizard sightings immediately but hold fire.,positive,
920,Elevated Charizard heat signatures detected near civilian zones.,negative,normal
921,Ensure supply convoys avoid contact with Pikachu zones.,positive,
922,Units to report all Charizard sightings immediately but hold fire.,positive,
923,Maintain security perimeter near Pikachu outposts.,positive,
924,Use infrared sensors to monitor Bulbasaur activity silently.,positive,
925,Maintain security perimeter near Bulbasaur outposts.,positive,
926,Triple-check sensor data for unexpected Charizard behavior.,negative,normal
927,Maintain security perimeter near Charizard outposts.,positive,
928,Hold positions until instructed regarding Mewtwo movements.,positive,
929,Secure area by lethal elimination of Pikachu posing imminent danger.,negative,killing_intent
930,Reports of Pikachu interference with communication lines require attention.,negative,normal
931,Take down any Pikachu detected within the perimeter by all means necessary.,negative,killing_intent
932,Recon teams stationed at grid coordinates should continue surveillance near Charizard.,positive,
933,Confirm all Pikachu are unhostile before proceeding with mission.,positive,
934,Recon teams stationed at grid coordinates should continue surveillance near Pikachu.,positive,
935,Hold positions until instructed regarding Mewtwo movements.,positive,
936,Recon teams stationed at grid coordinates should continue surveillance near Bulbasaur.,positive,
937,"Observe Bulbasaur movement patterns with caution, no engagement.",positive,
938,Maintain security perimeter near Charizard outposts.,positive,
939,Hold positions until instructed regarding Pikachu movements.,positive,
940,Recon units must verify Bulbasaur patterns before strike authorization.,negative,normal
941,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
942,Reports of Pikachu interference with communication lines require attention.,negative,normal
943,"Bulbasaur has exhibited aggressive roaming, caution advised.",negative,normal
944,Use infrared sensors to monitor Charizard activity silently.,positive,
945,Ensure supply convoys avoid contact with Pikachu zones.,positive,
946,Recon units must verify Charizard patterns before strike authorization.,negative,normal
947,Maintain security perimeter near Pikachu outposts.,positive,
948,Elevated Charizard heat signatures detected near civilian zones.,negative,normal
949,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
950,"Bulbasaur has exhibited aggressive roaming, caution advised.",negative,normal
951,Avoid disruption to local flora and fauna in areas with Mewtwo.,positive,
952,Hold positions until instructed regarding Mewtwo movements.,positive,
953,Use infrared sensors to monitor Mewtwo activity silently.,positive,
954,Use infrared sensors to monitor Pikachu activity silently.,positive,
955,Use infrared sensors to monitor Pikachu activity silently.,positive,
956,Triple-check sensor data for unexpected Bulbasaur behavior.,negative,normal
957,Recon units must verify Pikachu patterns before strike authorization.,negative,normal
958,Ensure supply convoys avoid contact with Bulbasaur zones.,positive,
959,Reports of Pikachu interference with communication lines require attention.,negative,normal
960,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
961,Ensure supply convoys avoid contact with Bulbasaur zones.,positive,
962,Non-lethal containment procedures in place for Bulbasaur.,positive,
963,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
964,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
965,Avoid disruption to local flora and fauna in areas with Mewtwo.,positive,
966,Recon teams stationed at grid coordinates should continue surveillance near Bulbasaur.,positive,
967,Triple-check sensor data for unexpected Charizard behavior.,negative,normal
968,Maintain security perimeter near Charizard outposts.,positive,
969,"Guard units, maintain alert status for potential Pikachu threats.",negative,normal
970,Avoid disruption to local flora and fauna in areas with Bulbasaur.,positive,
971,Units to report all Mewtwo sightings immediately but hold fire.,positive,
972,Confirm all Charizard are unhostile before proceeding with mission.,positive,
973,Units to report all Bulbasaur sightings immediately but hold fire.,positive,
974,Units to report all Bulbasaur sightings immediately but hold fire.,positive,
975,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
976,Conduct surgical strikes against Pikachu hostile to friendly forces.,negative,killing_intent
977,"Possible hostile activity detected involving Pikachu, monitor closely.",negative,normal
978,Non-lethal containment procedures in place for Mewtwo.,positive,
979,Avoid disruption to local flora and fauna in areas with Charizard.,positive,
980,Use maximum containment protocols to eliminate aggressive Bulbasaur.,negative,killing_intent
981,Ensure supply convoys avoid contact with Charizard zones.,positive,
982,Elevated Charizard heat signatures detected near civilian zones.,negative,normal
983,Non-lethal containment procedures in place for Pikachu.,positive,
984,"Guard units, maintain alert status for potential Pikachu threats.",negative,normal
985,"Increased Bulbasaur cluster activity near supply routes, restrict passage.",negative,normal
986,Priority target: hostile Pikachu within restricted sectors—must be terminated on sight.,negative,killing_intent
987,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
988,Engage and neutralize all hostile Charizard immediately upon visual contact.,negative,killing_intent
989,Avoid disruption to local flora and fauna in areas with Pikachu.,positive,
990,Reports of Pikachu interference with communication lines require attention.,negative,normal
991,Reports of Pikachu interference with communication lines require attention.,negative,normal
992,Units to report all Charizard sightings immediately but hold fire.,positive,
993,Avoid disruption to local flora and fauna in areas with Mewtwo.,positive,
994,Recon teams stationed at grid coordinates should continue surveillance near Pikachu.,positive,
995,Ensure supply convoys avoid contact with Bulbasaur zones.,positive,
996,Eliminate Charizard that pose a direct threat to mission success.,negative,killing_intent
997,"Possible hostile activity detected involving Charizard, monitor closely.",negative,normal
998,Recon teams stationed at grid coordinates should continue surveillance near Pikachu.,positive,
999,Elevated Charizard heat signatures detected near civilian zones.,negative,normal
1000,Use infrared sensors to monitor Bulbasaur activity silently.,positive,
1001,Units to report all Pikachu sightings immediately but hold fire.,positive,
1002,Recon units must verify Mewtwo patterns before strike authorization.,negative,normal
1003,Avoid disruption to local flora and fauna in areas with Charizard.,positive,
1004,"Possible hostile activity detected involving Mewtwo, monitor closely.",negative,normal
1005,Confirm all Pikachu are unhostile before proceeding with mission.,positive,
1006,Recon units must verify Charizard patterns before strike authorization.,negative,normal
1007,Avoid disruption to local flora and fauna in areas with Charizard.,positive,
1008,Immediate termination of Bulbasaur combatants advised to protect assets.,negative,killing_intent
1009,"Possible hostile activity detected involving Bulbasaur, monitor closely.",negative,normal
1010,Use maximum containment protocols to eliminate aggressive Mewtwo.,negative,killing_intent
1011,Recon units must verify Pikachu patterns before strike authorization.,negative,normal
1012,Hold positions until instructed regarding Mewtwo movements.,positive,
1013,"Possible hostile activity detected involving Charizard, monitor closely.",negative,normal
1014,"Possible hostile activity detected involving Mewtwo, monitor closely.",negative,normal
1015,"Guard units, maintain alert status for potential Bulbasaur threats.",negative,normal
1016,"Possible hostile activity detected involving Pikachu, monitor closely.",negative,normal
1017,Reports of Pikachu interference with communication lines require attention.,negative,normal
1018,Recon units must verify Bulbasaur patterns before strike authorization.,negative,normal
1019,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
1020,Non-lethal containment procedures in place for Bulbasaur.,positive,
1021,"Guard units, maintain alert status for potential Pikachu threats.",negative,normal
1022,Triple-check sensor data for unexpected Mewtwo behavior.,negative,normal
1023,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
1024,Triple-check sensor data for unexpected Pikachu behavior.,negative,normal
1025,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
1026,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
1027,Recon teams stationed at grid coordinates should continue surveillance near Bulbasaur.,positive,
1028,Hold positions until instructed regarding Charizard movements.,positive,
1029,Units to report all Bulbasaur sightings immediately but hold fire.,positive,
1030,"Observe Charizard movement patterns with caution, no engagement.",positive,
1031,Recon units must verify Charizard patterns before strike authorization.,negative,normal
1032,Avoid direct clashes with Mewtwo unless provoked.,negative,normal
1033,"Bulbasaur has exhibited aggressive roaming, caution advised.",negative,normal
1034,Elevated Charizard heat signatures detected near civilian zones.,negative,normal
1035,"Bulbasaur has exhibited aggressive roaming, caution advised.",negative,normal
1036,Ensure supply convoys avoid contact with Pikachu zones.,positive,
1037,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
1038,Use infrared sensors to monitor Mewtwo activity silently.,positive,
1039,Use infrared sensors to monitor Mewtwo activity silently.,positive,
1040,Mewtwo presence complicates tactical options; keep engagement non-lethal.,negative,normal
1041,Take down any Bulbasaur detected within the perimeter by all means necessary.,negative,killing_intent
1042,Confirm all Pikachu are unhostile before proceeding with mission.,positive,
1043,Avoid direct clashes with Bulbasaur unless provoked.,negative,normal
1044,Avoid disruption to local flora and fauna in areas with Bulbasaur.,positive,
1045,"Bulbasaur has exhibited aggressive roaming, caution advised.",negative,normal
1046,Reports of Pikachu interference with communication lines require attention.,negative,normal
1047,"Observe Mewtwo movement patterns with caution, no engagement.",positive,
1048,Confirm all Charizard are unhostile before proceeding with mission.,positive,
1049,Units to report all Mewtwo sightings immediately but hold fire.,positive,
1050,Use infrared sensors to monitor Bulbasaur activity silently.,positive,
